ElementKey,ModelId,GlobalId,ExpressId,IfcClass,PropertyKind,PropertySet,PropertyName,SourceScope,ValueType,ValueText,ValueNumber,ValueBoolean,RawValue
nds-main-v01|3FyIdw_ob6sfB$e1TnIXtz,nds-main-v01,3FyIdw_ob6sfB$e1TnIXtz,6056,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,35.2770968627787,,35.2770968627787
nds-main-v01|0DOgyNH$fEv9U$ZWl88W6y,nds-main-v01,0DOgyNH$fEv9U$ZWl88W6y,6076,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|0DOgyNH$fEv9U$ZWl88W6y,nds-main-v01,0DOgyNH$fEv9U$ZWl88W6y,6076,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,285.515633943783,,285.515633943783
nds-main-v01|1zxxMyofX9IRSrzqY9bbmG,nds-main-v01,1zxxMyofX9IRSrzqY9bbmG,6131,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|1zxxMyofX9IRSrzqY9bbmG,nds-main-v01,1zxxMyofX9IRSrzqY9bbmG,6131,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,LoadBearing,Occurrence,boolean,,,false,false
nds-main-v01|2YQnFlOpT1m8QGSY1yzytr,nds-main-v01,2YQnFlOpT1m8QGSY1yzytr,6302,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2YQnFlOpT1m8QGSY1yzytr,nds-main-v01,2YQnFlOpT1m8QGSY1yzytr,6302,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,LoadBearing,Occurrence,boolean,,,false,false
nds-main-v01|0GzjjrsaLEg8tkaLE92U9M,nds-main-v01,0GzjjrsaLEg8tkaLE92U9M,6339,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""NEW""]",,,"[""NEW""]"
nds-main-v01|0GzjjrsaLEg8tkaLE92U9M,nds-main-v01,0GzjjrsaLEg8tkaLE92U9M,6339,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,LoadBearing,Occurrence,boolean,,,false,false
nds-main-v01|2YBdX0EkT1R8a5B1HY$pkM,nds-main-v01,2YBdX0EkT1R8a5B1HY$pkM,7073,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2YBdX0EkT1R8a5B1HY$pkM,nds-main-v01,2YBdX0EkT1R8a5B1HY$pkM,7073,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,26.9565514869385,,26.9565514869385
nds-main-v01|2BRF_msHz2uR3m6_oVYcjf,nds-main-v01,2BRF_msHz2uR3m6_oVYcjf,7129,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2BRF_msHz2uR3m6_oVYcjf,nds-main-v01,2BRF_msHz2uR3m6_oVYcjf,7129,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,10.7172250260066,,10.7172250260066
nds-main-v01|2C$vgyNxn7HQT21o3VExri,nds-main-v01,2C$vgyNxn7HQT21o3VExri,7158,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2C$vgyNxn7HQT21o3VExri,nds-main-v01,2C$vgyNxn7HQT21o3VExri,7158,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,36.3999998515035,,36.3999998515035
nds-main-v01|1K4pIuq7P6PAVg00LBBDHz,nds-main-v01,1K4pIuq7P6PAVg00LBBDHz,7159,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|1K4pIuq7P6PAVg00LBBDHz,nds-main-v01,1K4pIuq7P6PAVg00LBBDHz,7159,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,20.3999999999985,,20.3999999999985
nds-main-v01|0Nr1KOZgv2JuG7kkR9aPT3,nds-main-v01,0Nr1KOZgv2JuG7kkR9aPT3,7168,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|0Nr1KOZgv2JuG7kkR9aPT3,nds-main-v01,0Nr1KOZgv2JuG7kkR9aPT3,7168,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,31.9507640851307,,31.9507640851307
nds-main-v01|2K4auIKe5EABPcul7lxkGC,nds-main-v01,2K4auIKe5EABPcul7lxkGC,7177,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
nds-main-v01|2K4auIKe5EABPcul7lxkGC,nds-main-v01,2K4auIKe5EABPcul7lxkGC,7177,IfcBuildingElementProxy,Quantity,Qto_BuildingElementProxyQuantities,NetVolume,Occurrence,number,,25.6000000000977,,25.6000000000977
nds-main-v01|0scixj4zzDJOXDN8lAZTHw,nds-main-v01,0scixj4zzDJOXDN8lAZTHw,7186,IfcBuildingElementProxy,Property,Pset_BuildingElementProxyCommon,Status,Occurrence,complex,"[""EXISTING""]",,,"[""EXISTING""]"
